"","Identifier","Source","Museum_number","Family","Genus","Species","English_name","Latitude","Longitude","Accuracy","Location","Date","Month","Year","Historic"
"1749",161,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","08-Dec-06",12,2006,""
"1750",164,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, A Houses","12-Dec-06",12,2006,""
"1751",166,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume","15-Dec-06",12,2006,""
"1752",168,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE SECURITY","15-Dec-06",12,2006,""
"1753",169,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","15-Dec-06",12,2006,""
"1754",172,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","21-Dec-06",12,2006,""
"1755",180,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","25-Dec-06",12,2006,""
"1756",181,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","26-Dec-06",12,2006,""
"1757",182,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE PETROL STATION","26-Dec-06",12,2006,""
"1758",184,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-27.026,31.936,2,"Nsoko","28-Dec-06",12,2006,""
"1759",188,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2147,31.9192,1,"Simunye Country Club","29-Dec-06",12,2006,""
"1760",212,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume","19-Jan-07",1,2007,""
"1761",214,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume","21-Jan-07",1,2007,""
"1762",216,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.1695,31.9077,1,"Simunye Primary School","23-Jan-07",1,2007,""
"1763",217,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","23-Jan-07",1,2007,""
"1764",218,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","24-Jan-07",1,2007,""
"1765",219,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE TRAINING CENTRE","24-Jan-07",1,2007,""
"1766",224,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE JORDAAN HOUSE","30-Jan-07",1,2007,""
"1767",226,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.1909,31.905,1,"SIMUNYE POLICE HOUSING","31-Jan-07",1,2007,""
"1768",230,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","02-Feb-07",2,2007,""
"1769",243,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.326,31.1411,1,"Mbabane","08-Feb-07",2,2007,""
"1770",259,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni, Sobhuza village","15-Feb-07",2,2007,""
"1771",261,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, 4th Ave, Marsden House","16-Feb-07",2,2007,""
"1772",264,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.1697,31.8782,2,"Mbuluzi, Loop road security check point","17-Feb-07",2,2007,""
"1773",265,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4134,31.7764,1,"Mpaka","17-Feb-07",2,2007,""
"1774",268,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","17-Feb-07",2,2007,""
"1775",272,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","20-Feb-07",2,2007,""
"1776",280,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE VILLAGE","24-Feb-07",2,2007,""
"1777",282,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,1,"Nisela Safaris, snake park","26-Feb-07",2,2007,""
"1778",285,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","27-Feb-07",2,2007,""
"1779",290,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, Administration","01-Mar-07",3,2007,""
"1780",299,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","15-Mar-07",3,2007,""
"1781",300,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, Bita's House","16-Mar-07",3,2007,""
"1782",305,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.3995,31.8569,1,"Lonhlupheko, KKK","22-Mar-07",3,2007,""
"1783",313,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, B","31-Mar-07",3,2007,""
"1784",314,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, 8th Ave","01-Apr-07",4,2007,""
"1785",324,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","13-Apr-07",4,2007,""
"1786",326,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","16-Apr-07",4,2007,""
"1787",327,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-27.029,31.943,2,"Nisela, Vusi's house","16-Apr-07",4,2007,""
"1788",328,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume Stadium shop","17-Apr-07",4,2007,""
"1789",337,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.106,31.922,2,"TAMBANKULU WHITE HOUSE","20-Apr-07",4,2007,""
"1790",338,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","21-Apr-07",4,2007,""
"1791",342,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-27.018,31.949,2,"Nisela Farms","30-Apr-07",4,2007,""
"1792",346,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, Bita's House","10-Jun-07",6,2007,""
"1793",351,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","03-Oct-07",10,2007,""
"1794",379,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","02-Nov-07",11,2007,""
"1795",385,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, Agricultural Office","05-Nov-07",11,2007,""
"1796",399,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0319,31.8098,2,"Mhlume, Ext 4","15-Nov-07",11,2007,""
"1797",407,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.052,31.8169,1,"Mhlume, Factory, main gate","22-Nov-07",11,2007,""
"1798",411,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.1758,31.9081,1,"SIMUNYE FACTORY - BOILERS","22-Nov-07",11,2007,""
"1799",414,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-27.018,31.949,2,"Nisela Farms,P4","23-Nov-07",11,2007,""
"1800",418,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume, right village","26-Nov-07",11,2007,""
"1801",419,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume, right village","26-Nov-07",11,2007,""
"1802",432,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","05-Dec-07",12,2007,""
"1803",443,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE HOOPOE ROAD","10-Dec-07",12,2007,""
"1804",445,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE SECURITY ROAD","10-Dec-07",12,2007,""
"1805",452,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2147,31.9192,1,"Simunye Country Club","17-Dec-07",12,2007,""
"1806",463,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume,  John Dup's house","05-Jan-08",1,2008,""
"1807",475,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","13-Jan-08",1,2008,""
"1808",482,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume","17-Jan-08",1,2008,""
"1809",492,"Monadjem","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.598,31.1079,1,"Mankayane, road to","26-Jan-08",1,2008,""
"1810",495,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume","30-Jan-08",1,2008,""
"1811",496,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2112,31.9226,1,"Simunye Clinic","30-Jan-08",1,2008,""
"1812",501,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,3,"Nisela, Nsoko","01-Feb-08",2,2008,""
"1813",506,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,3,"Nisela, Nsoko","02-Feb-08",2,2008,""
"1814",507,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,3,"Nisela, Nsoko","02-Feb-08",2,2008,""
"1815",513,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","06-Feb-08",2,2008,""
"1816",518,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","07-Feb-08",2,2008,""
"1817",522,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE VILLAGE","13-Feb-08",2,2008,""
"1818",539,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","04-Mar-08",3,2008,""
"1819",544,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","14-Mar-08",3,2008,""
"1820",549,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","18-Mar-08",3,2008,""
"1821",568,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE STEVEN POTTS","06-Apr-08",4,2008,""
"1822",573,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2591,31.8761,1,"Royal Hlane NP ","09-Apr-08",4,2008,""
"1823",575,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","12-Apr-08",4,2008,""
"1824",595,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","29-Apr-08",4,2008,""
"1825",596,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","29-Apr-08",4,2008,""
"1826",597,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","29-Apr-08",4,2008,""
"1827",599,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.1758,31.9081,1,"SIMUNYE FACTORY LOOP ROAD SECURITY INSIDE HUT","30-Apr-08",4,2008,""
"1828",610,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.052,31.8169,1,"Mhlume, Factory","07-May-08",5,2008,""
"1829",611,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, canteen","07-May-08",5,2008,""
"1830",614,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","09-May-08",5,2008,""
"1831",618,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","12-May-08",5,2008,""
"1832",635,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, Administration","02-Jul-08",7,2008,""
"1833",637,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume","11-Jul-08",7,2008,""
"1834",643,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.852,31.968,1,"Big Bend Distillery","24-Jul-08",7,2008,""
"1835",644,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.1278,31.9261,3,"Tambankulu, on road to","26-Jul-08",7,2008,""
"1836",646,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.3149,31.8742,3,"Royal Hlane NP (Hlane)","27-Jul-08",7,2008,""
"1837",666,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","17-Oct-08",10,2008,""
"1838",672,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","21-Oct-08",10,2008,""
"1839",676,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2147,31.9192,1,"Simunye Country Club","24-Oct-08",10,2008,""
"1840",693,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.106,31.922,2,"Tambankulu","04-Nov-08",11,2008,""
"1841",700,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE SECURITY","10-Nov-08",11,2008,""
"1842",713,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"1843",714,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"1844",715,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","15-Nov-08",11,2008,""
"1845",731,"Museum","ENMN IYSIS_H_046","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.9748,31.7048,1,"Sand River, Bush camp","11-Apr-16",4,2016,""
"1846",732,"Museum","ENMN IYSIS_H_047","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.9748,31.7048,1,"Sand River, Bush camp","21-Mar-16",3,2016,""
"1847",735,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.9917,31.7094,1,"Mananga Yacht Club","16-Feb-17",2,2017,""
"1848",752,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.7756,31.9386,2,"Big Bend, Ubombo (BBS)","10-Feb-20",2,2020,""
"1849",785,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0274,31.815,1,"Mhlume Country Club, guard house","22-Apr-20",4,2020,""
"1850",792,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni, Quarters House H35B","29-Apr-20",4,2020,""
"1851",812,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume Village, House 132","23-May-20",5,2020,""
"1852",847,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume Village, Section 13","02-Oct-20",10,2020,""
"1853",855,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.8119,31.9181,2,"Marula Village, south of Big Bend","14-Oct-20",10,2020,""
"1854",857,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.8119,31.9181,2,"Marula Village, south of Big Bend","15-Oct-20",10,2020,""
"1855",892,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","13-Nov-20",11,2020,""
"1856",894,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","14-Nov-20",11,2020,""
"1857",909,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","20-Nov-20",11,2020,""
"1858",910,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","20-Nov-20",11,2020,""
"1859",914,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","21-Nov-20",11,2020,""
"1860",924,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","26-Nov-20",11,2020,""
"1861",927,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","27-Nov-20",11,2020,""
"1862",931,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","30-Nov-20",11,2020,""
"1863",949,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","11-Dec-20",12,2020,""
"1864",977,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.276,31.157,2,"Pine Valley","28-Dec-20",12,2020,""
"1865",996,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.052,31.8169,2,"Mhlume Workshop","07-Jan-21",1,2021,""
"1866",1020,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.6295,31.2853,1,"Rosecraft, Monadjem's house","21-Jan-21",1,2021,""
"1867",1023,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","22-Jan-21",1,2021,""
"1868",1054,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.052,31.8169,1,"Mhlume, Factory","06-Feb-21",2,2021,""
"1869",1059,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.6295,31.2853,1,"Rosecraft, Monadjem's house","08-Feb-21",2,2021,""
"1870",1064,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.4208,2,"Lugaganeni","12-Feb-21",2,2021,""
"1871",1071,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.6295,31.2853,1,"Rosecraft, Monadjem's house","15-Feb-21",2,2021,""
"1872",1077,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.052,31.8169,1,"Mhlume, Factory","18-Feb-21",2,2021,""
"1873",1093,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume Village, house 135","20-Feb-21",2,2021,""
"1874",1100,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.6295,31.2853,1,"Rosecraft, Monadjem's house","21-Feb-21",2,2021,""
"1875",1107,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","22-Feb-21",2,2021,""
"1876",1139,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.959,31.251,2,"Piggs Peak","03-Mar-21",3,2021,""
"1877",1150,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.361,31.157,2,"Malagwane","04-Mar-21",3,2021,""
"1878",1170,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.853,31.767,2,"St. Phillips","09-Mar-21",3,2021,""
"1879",1187,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, 10th Ave","11-Sep-06",9,2006,""
"1880",1188,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2147,31.9192,1,"SIMUNYE DYNA'S HOUSE","11-Sep-07",9,2007,""
"1881",1192,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, 7th Ave","12-Sep-07",9,2007,""
"1882",1198,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.052,31.8169,1,"Mhlume, Factory","14-Sep-06",9,2006,""
"1883",1199,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE JORDAAN HOUSE","14-Sep-07",9,2007,""
"1884",1202,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0369,31.814,2,"Mhlume, Admin Block","14-Sep-20",9,2020,""
"1885",1224,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.198,31.815,2,"Ngomane","21-Sep-07",9,2007,""
"1886",1226,"Monadjem","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9784,31.2492,1,"Hlezane","22-Sep-00",9,2000,""
"1887",1233,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, 5th Ave","27-Sep-07",9,2007,""
"1888",1234,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE SQ7","28-Sep-06",9,2006,""
"1889",1235,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,2,"Nisela","28-Sep-08",9,2008,""
"1890",1236,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.9886,31.9425,1,"Nisela, outside snake park","28-Sep-08",9,2008,""
"1891",1251,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"SIMUNYE STILLAGE DAM","03-Sep-06",9,2006,""
"1892",1252,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, 12th Ave","03-Sep-07",9,2007,""
"1893",1256,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye, cane yard","04-Sep-08",9,2008,""
"1894",1263,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.768,31.9103,2,"Mhlosinga NR, A Block","08-Sep-20",9,2020,""
"1895",1296,"Museum","TM71006","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.7319,31.8125,2,"Big Bend, 16km NW towards Siphofaneni","25-May-91",5,1991,"Yes"
"1896",1327,"Museum","TM80766","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.3994,31.1728,2,"Ezulwini Valley","05-Oct-96",10,1996,"Yes"
"1897",1330,"Museum","TM71852","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.3681,31.5506,2,"Dinedor, farm house","06-Mar-92",3,1992,"Yes"
"1898",1335,"Museum","TM71853","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.3681,31.5506,2,"Dinedor, farm house","15-Mar-92",3,1992,"Yes"
"1899",1385,"Museum","TM49358","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.162,31.848,3,"Royal Hlane NP (Hlane bridge)","",NA,NA,"Yes"
"1900",1390,"Museum","TM69351","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.8056,31.3281,2,"Hlatikulu & Sidvokodvo, between approx. 18km N of Hlatikulu","11-Oct-90",10,1990,"Yes"
"1901",1419,"Museum","TM48732","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4167,31.5841,3,"MacNabs","",NA,NA,"Yes"
"1902",1517,"Museum","TM71798","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.7417,32.0244,2,"Mambane, 3.5km N","07-Dec-91",12,1991,"Yes"
"1903",1529,"Museum","TM24134","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4833,31.3667,3,"Manzini","",NA,NA,"Yes"
"1904",1535,"Museum","TM71788","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4742,31.4344,2,"Manzini, 5km NE","09-Jan-92",1,1992,"Yes"
"1905",1540,"Museum","TM79979","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.4764,31.42,2,"Manzini, 7km NE on Lugaganeni road","23-Nov-94",11,1994,"Yes"
"1906",1605,"Museum","TM79939","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.6575,31.755,2,"Mkhaya GR, farmhouse","29-Jan-94",1,1994,"Yes"
"1907",1676,"Museum","TM69332","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.0844,31.1753,2,"Nkomati Bridge, 2.5km S, Mbabane - Piggs Peak road","24-Jan-90",1,1990,"Yes"
"1908",1730,"Museum","TM64909","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2,31.9333,3,"Simunye","",NA,NA,"Yes"
"1909",1734,"Museum","TM69933","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.3422,31.8692,2,"Simunye, 17.5km S","08-Feb-91",2,1991,"Yes"
"1910",1837,"Museum","TM54026","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"1911",1839,"Museum","TM54028","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"1912",1909,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.5362,31.3915,2,"Lwandle, Manzini","12-Apr-21",4,2021,""
"1913",1912,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-25.991,31.71,2,"Sand River Dam ","09-Apr-21",4,2021,""
"1914",1923,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","04-May-21",5,2021,""
"1915",1924,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","04-May-21",5,2021,""
"1916",1926,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.2108,31.9274,2,"Simunye","05-May-21",5,2021,""
"1917",1968,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.441,31.181,2,"Mantenga","25-Feb-21",2,2021,""
"1918",1978,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni, Quarters House No: H19","08-Mar-21",3,2021,""
"1919",1994,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni Library","17-Mar-21",3,2021,""
"1920",2008,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26,31.757,2,"Tshaneni","05-Apr-21",4,2021,""
"1921",2012,"EAF","","Elapidae","Naja","mossambica","Mozambique Spitting Cobra",-26.361,31.157,2,"Malagwane, Business Centre","07-Apr-21",4,2021,""
